Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Refract Index 656.3nm C,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, ZnO, SrO, PbO, La2O3, TiO2, GeO2, ZrO2, P2O5, Refract Index 656.3nm C
604, GC05-044763, Schott AG (DE), 1981, LaKn16-734517, *, *, , , *, , , , , , , , *, , , *, , 1.729
605, GC05-044764, Schott AG (DE), 1981, LaK20-693516, *, *, , , *, , , , , , , , *, , , *, , 1.689
606, GC05-044765, Schott AG (DE), 1981, LaK21-641601, *, *, , , *, , , , , , , , *, , , *, , 1.637
607, GC05-044766, Schott AG (DE), 1981, LaKn22-651559, *, *, , , *, , , , , , , , *, , , *, , 1.648
608, GC05-044767, Schott AG (DE), 1981, LaK23-669574, *, *, , , *, , , , , , , , *, , , *, , 1.665
609, GC05-044768, Schott AG (DE), 1981, LaK28-744508, *, *, , , *, , , , , , , , *, , , *, , 1.74
610, GC05-044769, Schott AG (DE), 1981, LaK31-697564, *, *, , , *, , , , , , , , *, , , *, , 1.693
611, GC04-044770, Schott AG (DE), 1981, LLF1-548458, *, , , , , , , *, *, , , *, , , , , , 1.545
612, GC04-044771, Schott AG (DE), 1981, LLF2-541472, *, , , , , , , *, *, , , *, , , , , , 1.537
613, GC04-044772, Schott AG (DE), 1981, LLF3-560472, *, , , , , , , *, *, , , *, , , , , , 1.557
614, GC04-044773, Schott AG (DE), 1981, LLF4-561452, *, , , , , , , *, *, , , *, , , , , , 1.558
615, GC04-044774, Schott AG (DE), 1981, LLF6-532488, *, , , , , , , *, *, , , *, , , , , , 1.528
616, GC04-044775, Schott AG (DE), 1981, LLF7-549454, *, , , , , , , *, *, , , *, , , , , , 1.545
617, GC04-044776, Schott AG (DE), 1981, BaF3-583465, *, , , , , *, , *, *, , , *, , , , , , 1.579
618, GC04-044777, Schott AG (DE), 1981, BaF4-606439, *, , , , , *, , *, *, , , *, , , , , , 1.602
619, GC04-044778, Schott AG (DE), 1981, BaF5-607494, *, , , , , *, , *, *, , , *, , , , , , 1.604
620, GC04-044779, Schott AG (DE), 1981, BaFn6-589485, *, , , , , *, , *, *, , , *, , , , , , 1.585
621, GC04-044780, Schott AG (DE), 1981, BaF8-624470, *, , , , , *, , *, *, , , *, , , , , , 1.62
622, GC04-044781, Schott AG (DE), 1981, BaF9-643480, *, , , , , *, , *, *, , , *, , , , , , 1.639
623, GC04-044782, Schott AG (DE), 1981, BaFn10-670471, *, , , , , *, , *, *, , , *, , , , , , 1.666
624, GC04-044783, Schott AG (DE), 1981, BaFn11-667484, *, , , , , *, , *, *, , , *, , , , , , 1.663
625, GC04-044784, Schott AG (DE), 1981, BaF12-639452, *, , , , , *, , *, *, , , *, , , , , , 1.635
626, GC04-044785, Schott AG (DE), 1981, BaF13-669450, *, , , , , *, , *, *, , , *, , , , , , 1.665
627, GC04-044786, Schott AG (DE), 1981, BaF50-683445, *, , , , , *, , *, *, , , *, , , , , , 1.678
628, GC04-044787, Schott AG (DE), 1981, BaF51-652449, *, , , , , *, , *, *, , , *, , , , , , 1.648
629, GC04-044788, Schott AG (DE), 1981, BaLF4-580537, *, , , , , *, , *, *, *, , *, , , , , , 1.576
630, GC04-044789, Schott AG (DE), 1981, BaLF5-547536, *, , , , , *, , *, *, *, , *, , , , , , 1.544
631, GC04-044790, Schott AG (DE), 1981, BaLF6-589530, *, , , , , *, , *, *, *, , *, , , , , , 1.586
632, GC04-044791, Schott AG (DE), 1981, BaLF8-554512, *, , , , , *, , *, *, *, , *, , , , , , 1.55
633, GC04-044792, Schott AG (DE), 1981, BaLF50-589514, *, , , , , *, , *, *, *, , *, , , , , , 1.585
634, GC04-044793, Schott AG (DE), 1981, BaLF51-574521, *, , , , , *, , *, *, *, , *, , , , , , 1.571
635, GC03-044794, Schott AG (DE), 1981, SSK1-617539, *, *, *, , , *, , , , *, , *, , , , , , 1.614
636, GC03-044795, Schott AG (DE), 1981, SSK2-622532, *, *, *, , , *, , , , *, , *, , , , , , 1.619
637, GC03-044796, Schott AG (DE), 1981, SSK3-615512, *, *, *, , , *, , , , *, , *, , , , , , 1.611
638, GC03-044797, Schott AG (DE), 1981, SSK4-618551, *, *, *, , , *, , , , *, , *, , , , , , 1.614
639, GC03-044798, Schott AG (DE), 1981, SSKｎ5-658509, *, *, *, , , *, , , , *, , *, , , , , , 1.655
640, GC03-044799, Schott AG (DE), 1981, SSKｎ8-618498, *, *, *, , , *, , , , *, , *, , , , , , 1.614
641, GC03-044800, Schott AG (DE), 1981, SSK50-618526, *, *, *, , , *, , , , *, , *, , , , , , 1.614
642, GC03-044801, Schott AG (DE), 1981, SSK51-604536, *, *, *, , , *, , , , *, , *, , , , , , 1.6
643, GC03-044802, Schott AG (DE), 1981, SSK52-658509, *, *, *, , , *, , , , *, , *, , , , , , 1.655
644, GC05-044803, Schott AG (DE), 1981, LaKn6-643580, *, *, , , *, , , , , , , , *, , , *, , 1.639
645, GC05-044804, Schott AG (DE), 1981, LaKn7-652585, *, *, , , *, , , , , , , , *, , , *, , 1.648
646, GC05-044805, Schott AG (DE), 1981, LaK8-713538, *, *, , , *, , , , , , , , *, , , *, , 1.709
647, GC05-044806, Schott AG (DE), 1981, LaK9-691547, *, *, , , *, , , , , , , , *, , , *, , 1.687
648, GC05-044807, Schott AG (DE), 1981, LaK10-720504, *, *, , , *, , , , , , , , *, , , *, , 1.716
649, GC05-044808, Schott AG (DE), 1981, LaK11-658573, *, *, , , *, , , , , , , , *, , , *, , 1.655
650, GC03-044809, Schott AG (DE), 1981, SK5-589613, *, *, *, , , *, , , , *, , , , , , , , 1.586
651, GC03-044810, Schott AG (DE), 1981, SK4-613586, *, *, *, , , *, , , , *, , , , , , , , 1.61
652, GC03-044811, Schott AG (DE), 1981, SK3-609589, *, *, *, , , *, , , , *, , , , , , , , 1.606
653, GC03-044812, Schott AG (DE), 1981, SK2-607567, *, *, *, , , *, , , , *, , , , , , , , 1.604
654, GC04-044813, Schott AG (DE), 1981, KF1-540511, *, , , , , , , *, , *, , *, , , , , , 1.537
655, GC03-044814, Schott AG (DE), 1981, SK52-639555, *, *, *, , , *, , , , *, , , , , , , , 1.635
656, GC03-044815, Schott AG (DE), 1981, SK51-621603, *, *, *, , , *, , , , *, , , , , , , , 1.618
657, GC03-044816, Schott AG (DE), 1981, SK20-560612, *, *, *, , , *, , , , *, , , , , , , , 1.557
658, GC03-044817, Schott AG (DE), 1981, SK19-613574, *, *, *, , , *, , , , *, , , , , , , , 1.61
659, GC03-044818, Schott AG (DE), 1981, SKn18-639554, *, *, *, , , *, , , , *, , , , , , , , 1.635
660, GC03-044819, Schott AG (DE), 1981, SK16-620603, *, *, *, , , *, , , , *, , , , , , , , 1.617
661, GC03-044820, Schott AG (DE), 1981, SK15-623581, *, *, *, , , *, , , , *, , , , , , , , 1.62
662, GC03-044821, Schott AG (DE), 1981, SK14-603606, *, *, *, , , *, , , , *, , , , , , , , 1.6
663, GC03-044822, Schott AG (DE), 1981, SK13-592583, *, *, *, , , *, , , , *, , , , , , , , 1.589
664, GC03-044823, Schott AG (DE), 1981, SK12-583595, *, *, *, , , *, , , , *, , , , , , , , 1.58
665, GC03-044824, Schott AG (DE), 1981, SK11-564608, *, *, *, , , *, , , , *, , , , , , , , 1.561
666, GC03-044825, Schott AG (DE), 1981, SK10-623569, *, *, *, , , *, , , , *, , , , , , , , 1.619
667, GC03-044826, Schott AG (DE), 1981, SK9-614552, *, *, *, , , *, , , , *, , , , , , , , 1.611
668, GC03-044827, Schott AG (DE), 1981, SK8-611559, *, *, *, , , *, , , , *, , , , , , , , 1.608
669, GC04-044828, Schott AG (DE), 1981, BaLF3-571529, *, , , , , *, , *, *, *, , *, , , , , , 1.568
670, GC04-044829, Schott AG (DE), 1981, KF50-531511, *, , , , , , , *, , *, , *, , , , , , 1.528
671, GC04-044830, Schott AG (DE), 1981, KF9-523515, *, , , , , , , *, , *, , *, , , , , , 1.52
672, GC04-044831, Schott AG (DE), 1981, KF6-517522, *, , , , , , , *, , *, , *, , , , , , 1.514
673, GC04-044832, Schott AG (DE), 1981, KF3-515547, *, , , , , , , *, , *, , *, , , , , , 1.512
674, GC05-044833, Schott AG (DE), 1981, LaKn13-694533, *, *, , , *, , , , , , , , *, , , *, , 1.69
675, GC05-044834, Schott AG (DE), 1981, LaKn12-678552, *, *, , , *, , , , , , , , *, , , *, , 1.674
676, GC04-044835, Schott AG (DE), 1981, SF51-660329, *, , , , , , , *, *, , , *, , , , , , 1.654
677, GC04-044836, Schott AG (DE), 1981, SF52-689306, *, , , , , , , *, *, , , *, , , , , , 1.682
678, GC03-044837, Schott AG (DE), 1981, SK6-614564, *, *, *, , , *, , , , *, , , , , , , , 1.61
679, GC03-044838, Schott AG (DE), 1981, SK7-607595, *, *, *, , , *, , , , *, , , , , , , , 1.604
680, GC02-044839, Schott AG (DE), 1981, K10-501564, *, , *, , *, , , *, *, , , , , , , , , 1.499
681, GC02-044840, Schott AG (DE), 1981, K11-500614, *, , *, , *, , , *, *, , , , , , , , , 1.498
682, GC02-044841, Schott AG (DE), 1981, K50-523602, *, , *, , *, , , *, *, , , , , , , , , 1.52
683, GC02-044842, Schott AG (DE), 1981, UK50-523604, *, , *, , *, , , *, *, , , , , , , , , 1.52
684, GC02-044843, Schott AG (DE), 1981, K51-505596, *, , *, , *, , , *, *, , , , , , , , , 1.503
685, GC07-044844, Schott AG (DE), 1981, ZK1-533580, *, *, , , , , , *, *, *, , , , , , , , 1.53
686, GC07-044845, Schott AG (DE), 1981, ZK5-534553, *, *, , , , , , *, *, *, , , , , , , , 1.531
687, GC07-044846, Schott AG (DE), 1981, ZKn7-508612, *, *, , , , , , *, *, *, , , , , , , , 1.506
688, GC03-044847, Schott AG (DE), 1981, BaK1-573575, *, *, *, , , *, , *, *, *, , , , , , , , 1.569
689, GC03-044848, Schott AG (DE), 1981, BaK2-540597, *, *, *, , , *, , *, *, *, , , , , , , , 1.537
690, GC03-044849, Schott AG (DE), 1981, BaK4-569561, *, *, *, , , *, , *, *, *, , , , , , , , 1.566
691, GC03-044850, Schott AG (DE), 1981, BaK5-557587, *, *, *, , , *, , *, *, *, , , , , , , , 1.554
692, GC03-044851, Schott AG (DE), 1981, BaK6-574564, *, *, *, , , *, , *, *, *, , , , , , , , 1.571
693, GC03-044852, Schott AG (DE), 1981, BaK50-568580, *, *, *, , , *, , *, *, *, , , , , , , , 1.565
694, GC03-044853, Schott AG (DE), 1981, SK1-610567, *, *, *, , , *, , , , *, , , , , , , , 1.607
695, GC05-044854, Schott AG (DE), 1981, PSK2-569631, *, *, *, , , *, , *, *, , , , , , , , , 1.566
696, GC05-044855, Schott AG (DE), 1981, PSK3-552635, *, *, *, , , *, , *, *, , , , , , , , , 1.55
697, GC05-044856, Schott AG (DE), 1981, PSK50-558673, *, *, *, , , *, , *, *, , , , , , , , , 1.555
698, GC05-044857, Schott AG (DE), 1981, PSK52-603654, *, *, *, , , *, , *, *, , , , , , , , , 1.6
699, GC05-044858, Schott AG (DE), 1981, PSK53-620635, *, *, *, , , *, , *, *, , , , , , , , , 1.617
700, GC05-044859, Schott AG (DE), 1981, BK1-510635, *, *, , , , *, , *, *, *, , , , , , , , 1.508
701, GC05-044860, Schott AG (DE), 1981, BK3-498651, *, *, , , , *, , *, *, *, , , , , , , , 1.496
702, GC05-044861, Schott AG (DE), 1981, BK6-531621, *, *, , , , *, , *, *, *, , , , , , , , 1.529
703, GC05-044862, Schott AG (DE), 1981, BK7-517642, *, *, , , , *, , *, *, *, , , , , , , , 1.514
704, GC05-044863, Schott AG (DE), 1981, UBK7-517643, *, *, , , , *, , *, *, *, , , , , , , , 1.514
705, GC05-044864, Schott AG (DE), 1981, BK8-520637, *, *, , , , *, , *, *, *, , , , , , , , 1.518
706, GC05-044865, Schott AG (DE), 1981, BK10-498670, *, *, , , , *, , *, *, *, , , , , , , , 1.496
707, GC02-044866, Schott AG (DE), 1981, BaLK1-526600, *, *, , , , *, , *, *, *, , , , , , , , 1.524
708, GC02-044867, Schott AG (DE), 1981, BaLKn3-518602, *, *, , , , *, , *, *, *, , , , , , , , 1.516
709, GC02-044868, Schott AG (DE), 1981, K3-518590, *, , *, , *, , , *, *, , , , , , , , , 1.516
710, GC02-044869, Schott AG (DE), 1981, K4-519574, *, , *, , *, , , *, *, , , , , , , , , 1.516
711, GC02-044870, Schott AG (DE), 1981, K5-522595, *, , *, , *, , , *, *, , , , , , , , , 1.52
712, GC02-044871, Schott AG (DE), 1981, K7-511604, *, , *, , *, , , *, *, , , , , , , , , 1.509
713, GC05-044872, Schott AG (DE), 1981, FK1-471673, *, *, *, , , , , , *, , , , , , , , , 1.469
714, GC05-044873, Schott AG (DE), 1981, FK3-465658, *, *, *, , , , , , *, , , , , , , , , 1.462
715, GC05-044874, Schott AG (DE), 1981, FK5-487704, *, *, *, , , , , , *, , , , , , , , , 1.485
716, GC05-044875, Schott AG (DE), 1981, FK51-487845, *, *, *, , , , , , *, , , , , , , , , 1.485
717, GC05-044876, Schott AG (DE), 1981, FK52-486818, *, *, *, , , , , , *, , , , , , , , , 1.484
718, GC05-044877, Schott AG (DE), 1981, FK54-437907, *, *, *, , , , , , *, , , , , , , , , 1.436
719, GC05-044878, Schott AG (DE), 1981, PK1-504669, *, *, , , , *, , *, *, , , , , , , , , 1.501
720, GC05-044879, Schott AG (DE), 1981, PK2-518651, *, *, , , , *, , *, *, , , , , , , , , 1.516
721, GC05-044880, Schott AG (DE), 1981, PK3-525647, *, *, , , , *, , *, *, , , , , , , , , 1.523
722, GC05-044881, Schott AG (DE), 1981, PK50-521697, *, *, , , , *, , *, *, , , , , , , , , 1.518
723, GC05-044882, Schott AG (DE), 1981, PK51-529770, *, *, , , , *, , *, *, , , , , , , , , 1.526
724, GJ30-045874, J. Non-Crystalline Solids, 1976, v. 022  p. 0125, , , 20.0, , , , , , 40.0, , , , , , , , , 1.724
725, GJ30-045879, J. Non-Crystalline Solids, 1976, v. 022  p. 0125, , , 30.0, , , , , , 35.0, , , , , , , , , 1.724
726, GJ30-045882, J. Non-Crystalline Solids, 1976, v. 022  p. 0125, , , 20.69, , , 10.31, , 7.75, 7.75, , , , , 16.4, , 4.3, , 1.893
727, GJ10-047082, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 69.0, , , , 30.5, , , , , , , , , , , , 1.617
728, GJ10-047083, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 69.0, , , , 30.0, , , , , , , , , , , , 1.64
729, GJ10-047084, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 67.0, , , , 30.0, , , , , , , , , , , , 1.64
730, GJ10-047085, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 65.0, , , , 30.0, , , , , , , , , , , , 1.662
731, GJ10-047086, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 60.0, , , , 30.0, , , , , , , , , , , , 1.698
732, GJ10-047087, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 55.0, , , , 30.0, , , , , , , , , , , , 1.77
733, GJ10-047090, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, 5.0, 45.0, , , , 45.0, , , , , , , , , , , , 1.67
734, GJ10-047091, J. Ceramic Soc. Japan, 1981, v. 089  p. 0216, , 25.0, , , , 30.0, , , , , , , , , 40.0, , , 1.782
735, GJ10-047126, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 50.0, , , , 40.0, , , , , , , , 10.0, , , , 1.678
736, GJ10-047127, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 55.0, , , , 40.0, , , , , , , , 5.0, , , , 1.658
737, GJ10-047128, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 45.0, , , , 40.0, , , , , , , , 15.0, , , , 1.721
738, GJ10-047129, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 40.0, , , , 40.0, , , , , , , , 20.0, , , , 1.722
739, GJ10-047130, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 30.0, , , , 40.0, , , , , , , , 30.0, , , , 1.836
740, GJ10-047131, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 25.0, , , , 30.0, , , , , , , , 5.0, 40.0, , , 1.721
741, GJ10-047132, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 20.0, , , , 30.0, , , , , , , , 10.0, 40.0, , , 1.756
742, GJ10-047133, J. Ceramic Soc. Japan, 1981, v. 089  p. 0352, , 10.0, , , , 30.0, , , , , , , , 20.0, 40.0, , , 1.828
743, GJ10-047228, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 50.0, , , , 40.0, , , , , , , , 10.0, , , , 1.678
744, GJ10-047229, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 60.0, , , , 30.0, , , , , , , , , , , , 1.7
745, GJ10-047230, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 68.0, , , , , , , , , , 32.0, , , , , , 1.725
746, GJ10-047231, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 71.25, , , , 4.75, , , , , , 5.0, 19.0, , , , , 1.681
747, GJ10-047232, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 60.0, , , , 4.0, , , , , , 20.0, 16.0, , , , , 1.727
748, GJ10-047233, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 63.75, , , , 4.25, , , , , , 15.0, 17.0, , , , , 1.719
749, GJ10-047234, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 67.5, , , , 4.5, , , , , , 10.0, 18.0, , , , , 1.701
750, GJ10-047235, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 30.0, , , , 22.0, , , , , , 38.0, 10.0, , , , , 1.861
751, GJ10-047236, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 75.0, , , , 5.0, , , , , , , 20.0, , , , , 1.674
752, GJ10-047237, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 55.0, , , , 35.0, , , , , , , 10.0, , , , , 1.672
753, GJ10-047238, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 80.0, , , , 10.0, , , , , , , 10.0, , , , , 1.652
754, GJ10-047239, J. Ceramic Soc. Japan, 1981, v. 089  p. 0564, , 75.0, , , , 20.0, , , , , , , 5.0, , , , , 1.601
755, GC05-048207, Ohara Inc. (J), 1987, FK1-471674, *, *, *, , , , , , *, , , , , , , , , 1.469
756, GC05-048208, Ohara Inc. (J), 1987, FK3-465659, *, *, *, , , , , , *, , , , , , , , , 1.462
757, GC05-048209, Ohara Inc. (J), 1987, FK5-487702, *, *, *, , , , , , *, , , , , , , , , 1.485
758, GC05-048210, Ohara Inc. (J), 1987, FK01-497816, *, *, *, , , , , , *, , , , , , , , , 1.495
759, GC05-048211, Ohara Inc. (J), 1987, FK02-456903, *, *, *, , , , , , *, , , , , , , , , 1.454
760, GC05-048212, Ohara Inc. (J), 1987, PK1-504668, *, *, , , , *, , *, *, , , , , , , , , 1.501
761, GC05-048213, Ohara Inc. (J), 1987, PK2-518650, *, *, , , , *, , *, *, , , , , , , , , 1.516
762, GC05-048214, Ohara Inc. (J), 1987, PK3-525646, *, *, , , , *, , *, *, , , , , , , , , 1.523
763, GC05-048215, Ohara Inc. (J), 1987, PSK1-548628, *, *, *, , , *, , *, *, , , , , , , , , 1.545
764, GC05-048216, Ohara Inc. (J), 1987, PSK2-569632, *, *, *, , , *, , *, *, , , , , , , , , 1.566
765, GC05-048217, Ohara Inc. (J), 1987, PSK3-552638, *, *, *, , , *, , *, *, , , , , , , , , 1.55
766, GC05-048218, Ohara Inc. (J), 1987, PSK01-617628, *, *, *, , , *, , *, *, , , , , , , , , 1.614
767, GC05-048219, Ohara Inc. (J), 1987, PSK02-618634, *, *, *, , , *, , *, *, , , , , , , , , 1.615
768, GC05-048220, Ohara Inc. (J), 1987, PSK03-603655, *, *, *, , , *, , *, *, , , , , , , , , 1.6
769, GC05-048221, Ohara Inc. (J), 1987, BK1-510636, *, *, , , , *, , *, *, *, , , , , , , , 1.508
770, GC05-048222, Ohara Inc. (J), 1987, BK3-498650, *, *, , , , *, , *, *, *, , , , , , , , 1.496
771, GC05-048223, Ohara Inc. (J), 1987, BK4-500660, *, *, , , , *, , *, *, *, , , , , , , , 1.498
772, GC05-048224, Ohara Inc. (J), 1987, BK6-531625, *, *, , , , *, , *, *, *, , , , , , , , 1.529
773, GC05-048225, Ohara Inc. (J), 1987, BK7-516642, *, *, , , , *, , *, *, *, , , , , , , , 1.514
774, GC05-048226, Ohara Inc. (J), 1987, BK10-498668, *, *, , , , *, , *, *, *, , , , , , , , 1.496
775, GC05-048227, Ohara Inc. (J), 1987, BK12-519645, *, *, , , , *, , *, *, *, , , , , , , , 1.516
776, GC02-048228, Ohara Inc. (J), 1987, BaLK1-526600, *, *, , , , *, , *, *, *, , , , , , , , 1.524
777, GC02-048229, Ohara Inc. (J), 1987, BaLK3-518603, *, *, , , , *, , *, *, *, , , , , , , , 1.516
778, GC02-048230, Ohara Inc. (J), 1987, K1-510621, *, , *, , *, , , *, *, , , , , , , , , 1.507
779, GC02-048231, Ohara Inc. (J), 1987, K2-516568, *, , *, , *, , , *, *, , , , , , , , , 1.513
780, GC02-048232, Ohara Inc. (J), 1987, K3-518590, *, , *, , *, , , *, *, , , , , , , , , 1.516
781, GC02-048233, Ohara Inc. (J), 1987, K5-522598, *, , *, , *, , , *, *, , , , , , , , , 1.52
782, GC02-048234, Ohara Inc. (J), 1987, K7-511605, *, , *, , *, , , *, *, , , , , , , , , 1.509
783, GC02-048235, Ohara Inc. (J), 1987, K10-501564, *, , *, , *, , , *, *, , , , , , , , , 1.499
784, GC02-048236, Ohara Inc. (J), 1987, K50-523600, *, , *, , *, , , *, *, , , , , , , , , 1.52
785, GC02-048237, Ohara Inc. (J), 1987, K01-523585, *, , *, , *, , , *, *, , , , , , , , , 1.52
786, GC07-048238, Ohara Inc. (J), 1987, ZK1-533580, *, *, , , , , , *, *, *, , , , , , , , 1.53
787, GC07-048239, Ohara Inc. (J), 1987, ZK4-512581, *, *, , , , , , *, *, *, , , , , , , , 1.509
788, GC07-048240, Ohara Inc. (J), 1987, ZK5-534555, *, *, , , , , , *, *, *, , , , , , , , 1.531
789, GC07-048241, Ohara Inc. (J), 1987, ZK7-508608, *, *, , , , , , *, *, *, , , , , , , , 1.506
790, GC03-048242, Ohara Inc. (J), 1987, BaK1-573578, *, *, *, , , *, , *, *, *, , , , , , , , 1.569
791, GC03-048243, Ohara Inc. (J), 1987, BaK2-540595, *, *, *, , , *, , *, *, *, , , , , , , , 1.537
792, GC03-048244, Ohara Inc. (J), 1987, BaK4-569563, *, *, *, , , *, , *, *, *, , , , , , , , 1.566
793, GC03-048245, Ohara Inc. (J), 1987, BaK5-557587, *, *, *, , , *, , *, *, *, , , , , , , , 1.554
794, GC03-048246, Ohara Inc. (J), 1987, BaK6-574565, *, *, *, , , *, , *, *, *, , , , , , , , 1.571
795, GC03-048247, Ohara Inc. (J), 1987, SK1-610565, *, *, *, , , *, , , , *, , , , , , , , 1.607
796, GC03-048248, Ohara Inc. (J), 1987, SK2-607568, *, *, *, , , *, , , , *, , , , , , , , 1.604
797, GC03-048249, Ohara Inc. (J), 1987, SK3-609590, *, *, *, , , *, , , , *, , , , , , , , 1.606
798, GC03-048250, Ohara Inc. (J), 1987, SK4-613588, *, *, *, , , *, , , , *, , , , , , , , 1.61
799, GC03-048251, Ohara Inc. (J), 1987, SK5-589612, *, *, *, , , *, , , , *, , , , , , , , 1.586
800, GC03-048252, Ohara Inc. (J), 1987, SK6-614564, *, *, *, , , *, , , , *, , , , , , , , 1.61
801, GC03-048253, Ohara Inc. (J), 1987, SK7-607594, *, *, *, , , *, , , , *, , , , , , , , 1.604
802, GC03-048254, Ohara Inc. (J), 1987, SK8-611559, *, *, *, , , *, , , , *, , , , , , , , 1.608
803, GC03-048255, Ohara Inc. (J), 1987, SK9-614550, *, *, *, , , *, , , , *, , , , , , , , 1.611
804, GC03-048256, Ohara Inc. (J), 1987, SK10-623571, *, *, *, , , *, , , , *, , , , , , , , 1.619
805, GC03-048257, Ohara Inc. (J), 1987, SK11-564607, *, *, *, , , *, , , , *, , , , , , , , 1.561
806, GC03-048258, Ohara Inc. (J), 1987, SK12-583594, *, *, *, , , *, , , , *, , , , , , , , 1.58
807, GC03-048259, Ohara Inc. (J), 1987, SK14-603607, *, *, *, , , *, , , , *, , , , , , , , 1.6
808, GC03-048260, Ohara Inc. (J), 1987, SK15-623582, *, *, *, , , *, , , , *, , , , , , , , 1.62
809, GC03-048261, Ohara Inc. (J), 1987, SK16-620603, *, *, *, , , *, , , , *, , , , , , , , 1.617
810, GC03-048262, Ohara Inc. (J), 1987, SK16C-620603, *, *, *, , , *, , , , *, , , , , , , , 1.617
811, GC03-048263, Ohara Inc. (J), 1987, SK18-639554, *, *, *, , , *, , , , *, , , , , , , , 1.635
812, GC03-048264, Ohara Inc. (J), 1987, SK19-613574, *, *, *, , , *, , , , *, , , , , , , , 1.61
813, GC03-048265, Ohara Inc. (J), 1987, SK20-560612, *, *, *, , , *, , , , *, , , , , , , , 1.557
814, GC04-048266, Ohara Inc. (J), 1987, KF1-540510, *, , , , , , , *, , *, , *, , , , , , 1.537
815, GC04-048267, Ohara Inc. (J), 1987, KF2-526512, *, , , , , , , *, , *, , *, , , , , , 1.523
816, GC04-048268, Ohara Inc. (J), 1987, KF3-515547, *, , , , , , , *, , *, , *, , , , , , 1.512
817, GC04-048269, Ohara Inc. (J), 1987, KF4-534516, *, , , , , , , *, , *, , *, , , , , , 1.53
818, GC04-048270, Ohara Inc. (J), 1987, KF5-523508, *, , , , , , , *, , *, , *, , , , , , 1.52
819, GC04-048271, Ohara Inc. (J), 1987, KF6-517524, *, , , , , , , *, , *, , *, , , , , , 1.514
